Name,Team Name,Position,Age,Season,FIFA rating,Injury,Date of Injury,Date of return,Match1_before_injury_Result,Match1_before_injury_Opposition,Match1_before_injury_GD,Match1_before_injury_Player_rating,Match2_before_injury_Result,Match2_before_injury_Opposition,Match2_before_injury_GD,Match2_before_injury_Player_rating,Match3_before_injury_Result,Match3_before_injury_Opposition,Match3_before_injury_GD,Match3_before_injury_Player_rating,Match1_missed_match_Result,Match1_missed_match_Opposition,Match1_missed_match_GD,Match2_missed_match_Result,Match2_missed_match_Opposition,Match2_missed_match_GD,Match3_missed_match_Result,Match3_missed_match_Opposition,Match3_missed_match_GD,Match1_after_injury_Result,Match1_after_injury_Opposition,Match1_after_injury_GD,Match1_after_injury_Player_rating,Match2_after_injury_Result,Match2_after_injury_Opposition,Match2_after_injury_GD,Match2_after_injury_Player_rating,Match3_after_injury_Result,Match3_after_injury_Opposition,Match3_after_injury_GD,Match3_after_injury_Player_rating,Player_Avg_Rating_Before_Injury,Player_Avg_Rating_After_Injury,Avg_GD_Before_Injury,Avg_GD_Missed_Matches,Team_Performance_Drop_Index
Jack Cork,Burnley,Defensive Midfielder,31,2020/21,77.0,broken foot,"Jun 30, 2020","Dec 13, 2020",win,Crystal Palace,1.0,6.2,win,Watford,1.0,6.4,lose,Man City,-5.0,5.5,draw,Sheffield,0.0,win,West Ham,1.0,draw,Liverpool,0.0,win,Aston Villa,1.0,5.8,lose,Chelsea,-2.0,5.6,lose,Man City,-2.0,5.4,6.033333333333334,5.599999999999999,-1.0,0.3333333333333333,-1.3333333333333333
Ashley Westwood,Burnley,Defensive Midfielder,30,2019/20,77.0,groin injury,"Nov 24, 2019","Dec 13, 2019",win,Watford,3.0,6.7,win,West Ham,3.0,6.5,lose,Sheffield,-3.0,6.5,lose,Crystal Palace,-2.0,lose,Man City,-3.0,lose,Tottenham,-5.0,win,Newcastle,1.0,7.5,win,Bournemouth,1.0,6.6,lose,Everton,-1.0,6.4,6.566666666666666,6.833333333333333,1.0,-3.3333333333333335,4.333333333333334
Ashley Westwood,Burnley,Defensive Midfielder,33,2021/22,77.0,broken ankle,"Apr 17, 2022","Dec 31, 2022",Missing,,,,lose,Norwich City,-2.0,7.0,win,Everton,1.0,6.0,win,Southampton,2.0,win,Wolves,1.0,win,Watford,1.0,Missing,,,,Missing,,,,Missing,,,,6.5,,-0.5,1.3333333333333333,-1.8333333333333333
Josh Brownhill,Burnley,Central Midfielder,24,2020/21,76.0,ankle injury,"Jan 28, 2021","Feb 12, 2021",win,Aston Villa,1.0,5.9,win,Liverpool,1.0,6.4,lose,West Ham,1.0,6.4,lose,Chelsea,-2.0,lose,Man City,-2.0,draw,Brighton,0.0,draw,Fulham,0.0,5.9,draw,West Brom,0.0,6.2,lose,Tottenham,-4.0,6.2,6.233333333333334,6.1000000000000005,1.0,-1.3333333333333333,2.333333333333333
Josh Brownhill,Burnley,Central Midfielder,26,2021/22,75.0,Coronavirus,"Dec 13, 2021","Jan 6, 2022",draw,West Ham,0.0,5.8,lose,Newcastle,-1.0,6.3,draw,Wolves,0.0,6.8,lose,Man United,-2.0,lose,Leeds,-2.0,Missing,,,draw,Arsenal,0.0,5.8,draw,Man United,0.0,6.1,lose,Liverpool,-1.0,7.0,6.3,6.3,-0.3333333333333333,-2.0,1.6666666666666667
Robbie Brady,Burnley,Left Midfielder,28,2020/21,74.0,chest injury,"Sep 21, 2020","Oct 2, 2020",lose,Leicester,-2.0,6.0,Missing,,,,Missing,,,,lose,Southampton,-1.0,Missing,,,Missing,,,draw,West Brom,0.0,5.9,lose,Chelsea,-3.0,5.9,draw,Brighton,0.0,6.8,6.0,6.2,-2.0,-1.0,-1.0
Robbie Brady,Burnley,Left Midfielder,28,2020/21,74.0,hamstring injury,"Nov 24, 2020","Dec 4, 2020",win,Crystal Palace,1.0,5.7,draw,Brighton,0.0,6.8,lose,Chelsea,-3.0,5.9,lose,Man City,-5.0,Missing,,,Missing,,,draw,Everton,0.0,7.8,win,Arsenal,1.0,6.9,draw,Aston Villa,0.0,5.6,6.133333333333333,6.766666666666666,-0.6666666666666666,-5.0,4.333333333333333
Robbie Brady,Burnley,Left Midfielder,28,2020/21,74.0,hamstring injury,"Dec 22, 2020","Dec 28, 2020",win,Arsenal,1.0,6.9,draw,Aston Villa,0.0,5.6,win,Wolves,1.0,6.6,lose,Leeds,-1.0,Missing,,,Missing,,,win,Sheffield,1.0,6.3,lose,Man United,-1.0,5.9,lose,West Ham,-1.0,6.6,6.366666666666667,6.266666666666666,0.6666666666666666,-1.0,1.6666666666666665
Robbie Brady,Burnley,Left Midfielder,29,2020/21,74.0,calf injury,"Feb 1, 2021","Feb 12, 2021",lose,Chelsea,-2.0,6.1,win,Aston Villa,1.0,5.9,win,Liverpool,1.0,5.7,lose,Man City,-2.0,draw,Brighton,0.0,Missing,,,win,Crystal Palace,3.0,6.4,draw,Fulham,0.0,5.3,draw,Arsenal,0.0,5.7,5.8999999999999995,5.8,0.0,-1.0,1.0
Dwight McNeil,Burnley,Left winger,21,2020/21,77.0,groin injury,"Dec 22, 2020","Jan 11, 2021",win,Wolves,1.0,5.9,draw,Aston Villa,0.0,6.1,win,Arsenal,1.0,6.0,lose,Leeds,1.0,win,Sheffield,1.0,Missing,,,lose,Man United,-1.0,5.8,lose,West Ham,-1.0,5.9,win,Liverpool,1.0,6.5,6.0,6.066666666666666,0.6666666666666666,1.0,-0.33333333333333337
Jóhann Berg Gudmundsson,Burnley,Right winger,28,2019/20,77.0,calf strain,"Aug 26, 2019","Sep 27, 2019",win,Southampton,3.0,6.9,lose,Arsenal,1.0,5.9,draw,Wolves,0.0,5.6,lose,Liverpool,-3.0,draw,Brighton,0.0,win,Norwich City,2.0,win,Everton,1.0,5.9,Missing,,,,Missing,,,,6.133333333333333,5.9,1.3333333333333333,-0.3333333333333333,1.6666666666666665
Jóhann Berg Gudmundsson,Burnley,Right winger,29,2019/20,77.0,hamstring strain,"Oct 13, 2019","Dec 25, 2019",win,Everton,1.0,5.9,Missing,,,,Missing,,,,lose,Leicester,-1.0,lose,Chelsea,-2.0,lose,Man City,-3.0,lose,Everton,-1.0,5.3,lose,Man United,-2.0,5.6,lose,Aston Villa,-1.0,6.1,5.9,5.666666666666667,1.0,-2.0,3.0
Jóhann Berg Gudmundsson,Burnley,Right winger,29,2019/20,77.0,hamstring strain,"Jan 5, 2020","Jul 4, 2020",lose,Everton,-1.0,5.3,lose,Man United,-2.0,5.6,lose,Aston Villa,-1.0,6.1,lose,Chelsea,-3.0,win,Leicester,1.0,win,Man United,2.0,draw,Liverpool,0.0,5.6,draw,Wolves,0.0,6.2,win,Norwich City,2.0,6.7,5.666666666666667,6.166666666666667,-1.3333333333333333,0.0,-1.3333333333333333
Jóhann Berg Gudmundsson,Burnley,Right winger,29,2020/21,77.0,knee injury,"Sep 18, 2020","Oct 2, 2020",Missing,,,,Missing,,,,Missing,,,,lose,Leicester,-2.0,lose,Southampton,-1.0,Missing,,,lose,Newcastle,-2.0,5.8,draw,West Brom,0.0,5.5,lose,Tottenham,-1.0,6.2,,5.833333333333333,,-1.5,
Jóhann Berg Gudmundsson,Burnley,Right winger,30,2020/21,77.0,hamstring strain,"Oct 28, 2020","Nov 5, 2020",lose,Newcastle,-2.0,5.8,draw,West Brom,0.0,5.5,lose,Tottenham,-1.0,6.2,lose,Chelsea,-3.0,Missing,,,Missing,,,win,Crystal Palace,1.0,6.1,Missing,,,,Missing,,,,5.833333333333333,6.1,-1.0,-3.0,2.0
Jóhann Berg Gudmundsson,Burnley,Right winger,30,2020/21,77.0,hamstring strain,"Nov 29, 2020","Jan 11, 2021",win,Crystal Palace,1.0,6.1,Missing,,,,Missing,,,,draw,Everton,0.0,win,Arsenal,1.0,draw,Aston Villa,0.0,lose,Man United,-1.0,5.9,lose,West Ham,-1.0,5.8,win,Liverpool,1.0,6.0,6.1,5.8999999999999995,1.0,0.3333333333333333,0.6666666666666667
Jóhann Berg Gudmundsson,Burnley,Right winger,30,2020/21,77.0,groin strain,"Feb 18, 2021","Mar 4, 2021",draw,Fulham,0.0,5.6,win,Crystal Palace,3.0,7.4,draw,Brighton,0.0,7.3,draw,West Brom,0.0,lose,Tottenham,-4.0,draw,Leicester,0.0,draw,Arsenal,0.0,6.4,win,Everton,1.0,6.1,lose,Southampton,-1.0,6.9,6.766666666666667,6.466666666666666,1.0,-1.3333333333333333,2.333333333333333
Jóhann Berg Gudmundsson,Burnley,Right winger,31,2021/22,73.0,appendectomy and calf injury,"Jan 24, 2022","Aug 21, 2022",lose,Man United,2.0,6.0,lose,Leeds,2.0,6.0,draw,Arsenal,0.0,8.0,draw,Watford,0.0,draw,Man United,0.0,lose,Liverpool,-1.0,Missing,,,,Missing,,,,Missing,,,,6.666666666666667,,1.3333333333333333,-0.3333333333333333,1.6666666666666665
Jóhann Berg Gudmundsson,Burnley,Right winger,32,2023/24,72.0,muscle injury,"Sep 23, 2023","Oct 22, 2023",lose,Man United,-1.0,5.7,draw,Nottm Forest,0.0,5.8,lose,Tottenham,-3.0,5.6,lose,Newcastle,-2.0,win,Luton Town,1.0,lose,Chelsea,-3.0,lose,Bournemouth,-1.0,6.4,lose,Crystal Palace,-2.0,7.1,lose,Arsenal,-2.0,6.3,5.7,6.6000000000000005,-1.3333333333333333,-1.3333333333333333,0.0
Aaron Lennon,Burnley,Right winger,32,2019/20,74.0,ill,"Dec 22, 2019","Jan 10, 2020",win,Bournemouth,1.0,6.6,lose,Tottenham,-5.0,5.4,lose,Man City,-3.0,5.9,lose,Everton,-1.0,lose,Man United,-2.0,lose,Aston Villa,-1.0,lose,Chelsea,-3.0,5.3,Missing,,,,Missing,,,,5.966666666666666,5.3,-2.3333333333333335,-1.3333333333333333,-1.0000000000000002
Chris Wood,Burnley,Center Forward,27,2019/20,78.0,hamstring injury,"Oct 20, 2019","Nov 8, 2019",lose,Leicester,-1.0,7.2,win,Everton,1.0,5.7,draw,Aston Villa,0.0,6.6,lose,Chelsea,-2.0,lose,Sheffield,-3.0,Missing,,,win,West Ham,3.0,6.7,win,Watford,3.0,6.8,lose,Crystal Palace,-2.0,6.0,6.5,6.5,0.0,-2.5,2.5
Chris Wood,Burnley,Center Forward,28,2019/20,78.0,hamstring strain,"Feb 16, 2020","Feb 28, 2020",win,Southampton,1.0,5.2,draw,Arsenal,0.0,5.5,win,Man United,2.0,7.0,win,Bournemouth,3.0,Missing,,,Missing,,,draw,Newcastle,0.0,5.9,draw,Tottenham,0.0,7.1,Missing,,,,5.8999999999999995,6.5,1.0,3.0,-2.0
Chris Wood,Burnley,Center Forward,28,2019/20,78.0,calf injury,"Jun 5, 2020","Jul 4, 2020",draw,Newcastle,0.0,5.9,draw,Tottenham,0.0,7.1,Missing,,,,lose,Man City,-5.0,win,Watford,1.0,win,Crystal Palace,1.0,draw,Sheffield,0.0,5.8,win,West Ham,1.0,6.3,draw,Liverpool,0.0,5.1,6.5,5.733333333333333,0.0,-1.0,1.0
Chris Wood,Burnley,Center Forward,29,2020/21,78.0,hamstring strain,"Feb 1, 2021","Feb 18, 2021",lose,Chelsea,-2.0,5.8,win,Aston Villa,1.0,7.1,win,Liverpool,1.0,5.2,lose,Man City,-2.0,draw,Brighton,0.0,win,Crystal Palace,3.0,lose,Tottenham,-4.0,5.6,draw,Leicester,0.0,6.3,draw,Arsenal,0.0,7.0,6.033333333333332,6.3,0.0,0.3333333333333333,-0.3333333333333333
Ashley Barnes,Burnley,Center Forward,29,2019/20,78.0,groin injury,"Oct 17, 2019","Oct 25, 2019",win,Everton,1.0,5.3,draw,Aston Villa,0.0,5.1,win,Norwich City,2.0,6.1,lose,Leicester,-1.0,Missing,,,Missing,,,lose,Chelsea,-2.0,6.1,lose,Sheffield,-3.0,5.4,win,West Ham,3.0,7.1,5.5,6.2,1.0,-1.0,2.0
Ashley Barnes,Burnley,Center Forward,30,2019/20,78.0,groin injury,"Dec 5, 2019","Dec 13, 2019",lose,Man City,-3.0,5.4,lose,Crystal Palace,-2.0,5.3,win,Watford,3.0,6.1,lose,Tottenham,-5.0,Missing,,,Missing,,,win,Newcastle,1.0,6.7,win,Bournemouth,1.0,5.8,lose,Everton,1.0,5.2,5.599999999999999,5.8999999999999995,-0.6666666666666666,-5.0,4.333333333333333
Ashley Barnes,Burnley,Center Forward,30,2019/20,78.0,groin surgery,"Jan 2, 2020","Sep 29, 2020",lose,Aston Villa,-1.0,5.5,lose,Man United,-2.0,5.1,lose,Everton,-1.0,5.2,lose,Chelsea,-3.0,win,Leicester,1.0,win,Man United,2.0,lose,Newcastle,-2.0,6.0,draw,West Brom,0.0,5.9,lose,Tottenham,-1.0,5.6,5.266666666666667,5.833333333333333,-1.3333333333333333,0.0,-1.3333333333333333
Ashley Barnes,Burnley,Center Forward,31,2020/21,75.0,bruise,"Jan 27, 2021","Feb 5, 2021",win,Liverpool,1.0,7.1,lose,West Ham,-1.0,5.7,lose,Man United,-1.0,5.4,win,Aston Villa,1.0,lose,Chelsea,-2.0,lose,Man City,-2.0,draw,Brighton,0.0,5.6,win,Crystal Palace,3.0,6.9,draw,Fulham,0.0,6.2,6.066666666666667,6.233333333333333,-0.3333333333333333,-1.0,0.6666666666666667
Ashley Barnes,Burnley,Center Forward,32,2021/22,73.0,groin injury,"Nov 18, 2021","Feb 6, 2022",lose,Man City,-2.0,6.0,draw,Leicester,0.0,6.0,lose,Arsenal,-1.0,5.0,draw,Crystal Palace,0.0,draw,Wolves,0.0,lose,Newcastle,-1.0,lose,Liverpool,-1.0,6.0,Missing,,,,Missing,,,,5.666666666666667,6.0,-1.0,-0.3333333333333333,-0.6666666666666667
Jay Rodríguez,Burnley,Center Forward,30,2019/20,76.0,ill,"Jan 5, 2020","Jan 18, 2020",lose,Aston Villa,-1.0,5.9,lose,Man United,-2.0,5.9,lose,Everton,-1.0,5.1,lose,Chelsea,-3.0,Missing,,,Missing,,,win,Leicester,1.0,6.4,win,Man United,2.0,6.8,draw,Arsenal,0.0,6.5,5.633333333333333,6.566666666666666,-1.3333333333333333,-3.0,1.6666666666666667
Jay Rodríguez,Burnley,Center Forward,30,2019/20,76.0,hamstring strain,"Jun 26, 2020","Jul 4, 2020",win,Watford,1.0,7.3,lose,Man City,-5.0,5.1,draw,Tottenham,0.0,6.7,win,Crystal Palace,1.0,Missing,,,Missing,,,draw,Sheffield,0.0,6.8,win,West Ham,1.0,7.4,draw,Liverpool,0.0,6.7,6.366666666666666,6.966666666666666,-1.3333333333333333,1.0,-2.333333333333333
Jay Rodríguez,Burnley,Center Forward,31,2020/21,75.0,ankle injury,"Sep 23, 2020","Oct 18, 2020",lose,Leicester,-2.0,6.0,Missing,,,,Missing,,,,lose,Southampton,-1.0,lose,Newcastle,-2.0,Missing,,,lose,Chelsea,-3.0,5.7,draw,Brighton,0.0,5.4,win,Crystal Palace,1.0,6.6,6.0,5.900000000000001,-2.0,-1.5,-0.5
Jay Rodríguez,Burnley,Center Forward,32,2020/21,75.0,knee injury,"Dec 28, 2020","Jan 11, 2021",lose,Leeds,-1.0,6.0,draw,Aston Villa,0.0,5.1,win,Arsenal,1.0,5.6,win,Sheffield,1.0,Missing,,,Missing,,,lose,West Ham,-1.0,6.1,win,Aston Villa,1.0,5.7,lose,Chelsea,-2.0,5.6,5.566666666666666,5.8,0.0,1.0,-1.0
Jay Rodríguez,Burnley,Center Forward,33,2021/22,74.0,hamstring injury,"Apr 29, 2020","Aug 7, 2020",win,Wolves,1.0,5.5,win,Southampton,2.0,6.1,draw,West Ham,0.0,5.6,win,Watford,1.0,lose,Aston Villa,-2.0,lose,Tottenham,-1.0,Missing,,,,Missing,,,,Missing,,,,5.733333333333333,,1.0,-0.6666666666666666,1.6666666666666665
Matej Vydra,Burnley,Center Forward,27,2019/20,73.0,hip injury,"Nov 3, 2019","Dec 3, 2019",lose,Chelsea,-2.0,5.7,draw,Brighton,0.0,6.0,Missing,,,,win,West Ham,3.0,win,Watford,3.0,lose,Crystal Palace,-2.0,lose,Tottenham,-5.0,5.3,lose,Chelsea,-3.0,5.1,win,Southampton,1.0,7.1,5.85,5.833333333333333,-1.0,1.3333333333333333,-2.333333333333333
Matej Vydra,Burnley,Center Forward,28,2020/21,74.0,back injury,"Dec 18, 2020","Jan 11, 2020",draw,Aston Villa,0.0,6.0,win,Arsenal,1.0,6.0,lose,Southampton,-1.0,5.3,win,Wolves,1.0,lose,Leeds,-1.0,win,Sheffield,1.0,lose,West Ham,-1.0,5.2,win,Aston Villa,1.0,5.0,lose,Chelsea,-2.0,5.2,5.766666666666667,5.133333333333333,0.0,0.3333333333333333,-0.3333333333333333
Matej Vydra,Burnley,Center Forward,28,2020/21,74.0,hamstring injury,"Feb 10, 2021","Feb 18, 2021",draw,Brighton,0.0,7.0,lose,Man City,-2.0,5.5,lose,Chelsea,-2.0,5.2,win,Crystal Palace,3.0,draw,Fulham,0.0,Missing,,,draw,West Brom,0.0,5.4,lose,Tottenham,-4.0,5.4,draw,Leicester,0.0,6.9,5.8999999999999995,5.900000000000001,-1.3333333333333333,1.5,-2.833333333333333
Matej Vydra,Burnley,Center Forward,29,2021/22,73.0,groin surgery and elbow injury,"Feb 3, 2022","Feb 28, 2022",draw,Arsenal,0.0,5.5,lose,Man United,-2.0,6.0,draw,West Ham,0.0,6.0,draw,Watford,0.0,draw,Man United,0.0,lose,Liverpool,-1.0,lose,Norwich City,-2.0,5.0,win,Southampton,2.0,5.0,win,Wolves,1.0,7.0,5.833333333333333,5.666666666666667,-0.6666666666666666,-0.3333333333333333,-0.3333333333333333
Dale Stephens,Burnley,Central Midfielder,31,2020/21,74.0,hamstring injury,"Nov 19, 2020","Dec 13, 2020",lose,Chelsea,-3.0,5.6,lose,Newcastle,-2.0,6.0,lose,Southampton,-1.0,6.8,win,Crystal Palace,1.0,lose,Man City,-5.0,draw,Everton,0.0,win,Sheffield,1.0,6.0,lose,Leeds,-1.0,6.1,Missing,,,,6.133333333333333,6.05,-2.0,-1.3333333333333333,-0.6666666666666667
Dale Stephens,Burnley,Central Midfielder,31,2020/21,74.0,knock,"Feb 14, 2021","Feb 18, 2021",lose,Man City,-2.0,5.4,Missing,,,,Missing,,,,draw,Fulham,0.0,Missing,,,Missing,,,Missing,,,,Missing,,,,Missing,,,,5.4,,-2.0,0.0,-2.0
Connor Roberts,Burnley,Right Back,26,2021/22,75.0,infection,"Dec 8, 2021","Jan 9, 2022",lose,Newcastle,-1.0,6.0,Missing,,,,Missing,,,,draw,West Ham,0.0,lose,Man United,-2.0,lose,Leeds,-2.0,draw,Arsenal,0.0,6.8,draw,Watford,0.0,7.0,draw,Man United,0.0,5.9,6.0,6.566666666666667,-1.0,-1.3333333333333333,0.33333333333333326
Maxwel Cornet,Burnley,Left winger,25,2021/22,75.0,hamstring injury,"Dec 4, 2021","Dec 31, 2021",lose,Newcastle,-1.0,5.5,draw,Wolves,0.0,5.5,draw,Crystal Palace,0.0,6.9,draw,West Ham,0.0,lose,Man United,-2.0,Missing,,,lose,Leeds,-2.0,7.0,draw,Watford,0.0,7.0,draw,Man United,0.0,5.9,5.966666666666666,6.633333333333333,-0.3333333333333333,-1.0,0.6666666666666667
Maxwel Cornet,Burnley,Left winger,25,2021/22,75.0,knee problems,"Apr 22, 2022","May 5, 2022",win,Southampton,2.0,6.0,draw,West Ham,0.0,5.6,lose,Norwich City,-2.0,6.0,win,Wolves,1.0,win,Watford,1.0,Missing,,,lose,Aston Villa,-2.0,7.0,lose,Tottenham,-1.0,5.8,draw,Aston Villa,0.0,5.4,5.866666666666667,6.066666666666667,0.0,1.0,-1.0
Jordan Beyer,Burnley,Center Back,23,2023/24,75.0,meniscus injury,"Oct 4, 2023","Oct 30, 2023",win,Luton Town,1.0,6.9,lose,Newcastle,-2.0,6.1,lose,Man United,-1.0,7.0,lose,Chelsea,-3.0,lose,Brentford,-3.0,lose,Bournemouth,-1.0,lose,Crystal Palace,-2.0,5.8,lose,Arsenal,-3.0,6.3,lose,West Ham,-1.0,6.4,6.666666666666667,6.166666666666667,-0.6666666666666666,-2.3333333333333335,1.666666666666667
Jordan Beyer,Burnley,Center Back,23,2023/24,75.0,knee injury,"Jan 8, 2024",Present,lose,Aston Villa,-1.0,5.9,lose,Liverpool,-2.0,6.4,win,Fulham,2.0,7.0,draw,Luton Town,0.0,lose,Man City,-2.0,draw,Fulham,0.0,Missing,,,,Missing,,,,Missing,,,,6.433333333333334,,-0.3333333333333333,-0.6666666666666666,0.3333333333333333
Hjalmar Ekdal,Burnley,Center Back,23,2023/24,73.0,knee injury,"Aug 30, 2023","Nov 18, 2023",Missing,,,,Missing,,,,Missing,,,,lose,Tottenham,-3.0,draw,Nottm Forest,0.0,lose,Man United,-1.0,win,Sheffield,5.0,6.0,lose,Wolves,-1.0,6.4,draw,Brighton,0.0,6.0,,6.133333333333333,,-1.3333333333333333,
Mike Trésor,Burnley,Left winger,24,2023/24,78.0,hamstring injury,"Aug 10, 2023","Sep 17, 2023",Missing,,,,Missing,,,,Missing,,,,lose,Tottenham,-3.0,Missing,,,Missing,,,draw,Nottm Forest,0.0,6.0,lose,Man United,-1.0,5.9,lose,Chelsea,-3.0,5.6,,5.833333333333333,,-3.0,
Luca Koleosho,Burnley,Right winger,19,2023/24,68.0,knee injury,"Dec 6, 2023","Jun 17, 2024",lose,Wolves,-1.0,6.0,win,Sheffield,5.0,7.2,lose,West Ham,-1.0,6.0,draw,Brighton,0.0,lose,Everton,-2.0,win,Fulham,2.0,Missing,,,,Missing,,,,Missing,,,,6.3999999999999995,,1.0,0.0,1.0
Nathan Redmond,Burnley,Right winger,29,2023/24,75.0,unknown injur,"Sep 10, 2023","Oct 15, 2023",lose,Tottenham,-3.0,5.6,lose,Aston Villa,-2.0,5.7,Missing,,,,draw,Nottm Forest,0.0,lose,Man United,-1.0,lose,Newcastle,-2.0,lose,Brentford,-3.0,6.0,lose,Crystal Palace,-2.0,5.0,win,Sheffield,5.0,6.0,5.65,5.666666666666667,-2.5,-1.0,-1.5
Lyle Foster,Burnley,Center Forward,23,2023/24,69.0,depression,"Nov 9, 2023","Dec 10, 2023",lose,Brentford,-3.0,5.9,lose,Chelsea,-3.0,5.7,win,Luton Town,1.0,6.9,lose,Arsenal,-2.0,lose,West Ham,-1.0,win,Sheffield,5.0,lose,Everton,-2.0,6.0,win,Fulham,2.0,6.1,lose,Liverpool,-2.0,5.1,6.166666666666667,5.733333333333333,-1.6666666666666667,0.6666666666666666,-2.3333333333333335
Ameen Al-Dakhil,Burnley,Center Back,21,2023/24,72.0,muscle injury,"Feb 8, 2024","Sep 23, 2024",lose,Man City,-2.0,6.8,draw,Luton Town,0.0,6.3,Missing,,,,lose,Liverpool,-2.0,lose,Arsenal,-5.0,lose,Crystal Palace,-3.0,Missing,,,,Missing,,,,Missing,,,,6.55,,-1.0,-3.3333333333333335,2.3333333333333335
Vitinho,Burnley,Right Back,24,2023/24,71.0,knee injury,"Aug 30, 2023","Sep 25, 2023",lose,Man City,-3.0,5.5,Missing,,,,Missing,,,,lose,Tottenham,-3.0,draw,Nottm Forest,0.0,lose,Man United,-1.0,lose,Chelsea,-3.0,5.3,lose,Bournemouth,-1.0,5.3,lose,Crystal Palace,-2.0,6.0,5.5,5.533333333333334,-3.0,-1.3333333333333333,-1.6666666666666667
Jordan Pickford,Everton,Goalkeeper,26,2020/21,80.0,chest injury,"Jan 28, 2021","Feb 18, 2021",lose,Newcastle,-2.0,5.9,draw,Leicester,0.0,6.5,win,Wolves,1.0,6.3,win,Leeds,1.0,draw,Man United,0.0,lose,Fulham,-2.0,lose,Man City,-2.0,6.0,win,Liverpool,2.0,8.2,win,Southampton,1.0,6.7,6.233333333333333,6.966666666666666,-0.3333333333333333,-0.3333333333333333,0.0
Jordan Pickford,Everton,Goalkeeper,27,2021/22,81.0,shoulder injury,"Sep 13, 2021","Sep 27, 2021",win,Burnley,2.0,7.3,win,Brighton,2.0,7.0,draw,Leeds,0.0,7.0,lose,Aston Villa,-3.0,Missing,,,Missing,,,win,Norwich City,2.0,6.0,draw,Man United,0.0,7.1,lose,West Ham,-1.0,6.8,7.1000000000000005,6.633333333333333,1.3333333333333333,-3.0,4.333333333333333
Jordan Pickford,Everton,Goalkeeper,28,2022/23,82.0,thigh problems,"Sep 9, 2022","Sep 27, 2022",draw,Liverpool,0.0,9.0,draw,Leeds,0.0,6.0,draw,Brentford,0.0,7.3,win,West Ham,1.0,Missing,,,Missing,,,win,Southampton,1.0,7.5,lose,Man United,-1.0,5.9,lose,Tottenham,-2.0,6.0,7.433333333333334,6.466666666666666,0.0,1.0,-1.0
Michael Keane,Everton,Center Back,27,2019/20,79.0,neck injury,"Jan 17, 2020","Jan 20, 2020",win,Brighton,1.0,7.6,win,Newcastle,1.0,6.2,draw,Arsenal,0.0,6.0,draw,West Ham,0.0,Missing,,,Missing,,,win,Watford,1.0,6.1,win,Crystal Palace,2.0,6.4,draw,Man United,0.0,6.6,6.6000000000000005,6.366666666666667,0.6666666666666666,0.0,0.6666666666666666
Yerry Mina,Everton,Center Back,25,2019/20,79.0,knee injury,"Oct 20, 2019","Nov 2, 2019",win,West Ham,2.0,7.1,lose,Burnley,-1.0,6.6,lose,Man City,-2.0,6.2,lose,Brighton,-1.0,Missing,,,Missing,,,draw,Tottenham,0.0,6.6,win,Southampton,1.0,6.4,lose,Norwich City,-2.0,5.8,6.633333333333333,6.266666666666667,-0.3333333333333333,-1.0,0.6666666666666667
Yerry Mina,Everton,Center Back,25,2019/20,79.0,bruise,"Dec 6, 2019","Dec 14, 2019",lose,Liverpool,-3.0,5.8,lose,Leicester,-1.0,6.1,lose,Norwich City,-2.0,5.8,win,Chelsea,2.0,Missing,,,Missing,,,draw,Man United,0.0,5.9,draw,Arsenal,0.0,7.1,win,Burnley,1.0,8.1,5.8999999999999995,7.033333333333334,-2.0,2.0,-4.0
Yerry Mina,Everton,Center Back,25,2019/20,79.0,muscle injury,"Jun 2, 2020","June 30, 2020",lose,Arsenal,-1.0,6.5,win,Crystal Palace,2.0,6.3,win,Watford,1.0,8.6,draw,Liverpool,0.0,win,Norwich City,1.0,Missing,,,win,Leicester,1.0,6.2,lose,Tottenham,-1.0,6.6,draw,Southampton,0.0,6.8,7.133333333333333,6.533333333333334,0.6666666666666666,0.5,0.16666666666666663
Yerry Mina,Everton,Center Back,25,2019/20,79.0,muscle injury,"Jul 13, 2020","Sep 12, 2020",lose,Wolves,-3.0,6.2,draw,Southampton,0.0,6.8,lose,Tottenham,-1.0,6.6,draw,Aston Villa,0.0,win,Sheffield,1.0,lose,Bournemouth,-2.0,Missing,,,,Missing,,,,Missing,,,,6.533333333333334,,-1.3333333333333333,-0.3333333333333333,-1.0
Yerry Mina,Everton,Center Back,26,2020/21,79.0,calf injury,"Feb 18, 2021","Mar 12, 2021",lose,Man City,-2.0,5.8,win,Leeds,1.0,6.5,lose,Newcastle,-2.0,6.4,win,Liverpool,2.0,win,Southampton,1.0,win,West Brom,1.0,draw,Crystal Palace,0.0,7.4,draw,Brighton,0.0,6.8,win,West Ham,1.0,6.6,6.233333333333334,6.933333333333333,-1.0,1.3333333333333333,-2.333333333333333
Yerry Mina,Everton,Center Back,27,2021/22,79.0,thigh problems,"Oct 22, 2021","Nov 30, 2021",draw,Man United,0.0,6.8,win,Norwich City,2.0,7.0,lose,Aston Villa,-3.0,6.0,lose,Watford,-3.0,lose,Wolves,-1.0,draw,Tottenham,0.0,win,Arsenal,1.0,6.3,Missing,,,,Missing,,,,6.6000000000000005,6.3,-0.3333333333333333,-1.3333333333333333,1.0
