Name,Player_Avg_Rating_Before_Injury,Team_Avg_GD_Before_Injury,Team_Avg_Result_Before_Injury,Team_Avg_GD_Missed,Team_Avg_Result_Missed,Player_Avg_Rating_After_Injury,Team_Avg_GD_After,Team_Avg_Result_After,Player_Rating_Delta,Team_Performance_Drop,Team_Rebound_Index
Connor Roberts,6.0,-1.0,0.0,-1.3333333333333333,0.3333333333333333,6.566666666666667,0.0,1.0,0.5666666666666673,0.33333333333333326,1.3333333333333333
Cédric Soares,,,,1.6666666666666667,2.3333333333333335,6.55,3.0,3.0,,,1.3333333333333333
Dale Stephens,6.1000000000000005,-1.8333333333333333,0.0,-1.5,1.0,6.05,0.0,1.5,-0.05000000000000071,-0.33333333333333326,1.5
Dan Burn,6.3999999999999995,1.6666666666666667,2.3333333333333335,0.6666666666666666,2.0,6.966666666666666,0.0,1.0,0.5666666666666664,1.0,-0.6666666666666666
Dani Ceballos,6.900000000000001,0.6666666666666666,1.5,0.5,1.5,6.9,2.0,3.0,-8.881784197001252e-16,0.16666666666666663,1.5
Daniel James,6.283333333333334,1.1666666666666667,2.3333333333333335,-0.6666666666666666,0.6666666666666666,5.616666666666667,1.5,2.3333333333333335,-0.666666666666667,1.8333333333333335,2.1666666666666665
David Luiz,6.472222222222222,-0.6666666666666666,0.4444444444444444,0.5,1.875,6.361111111111112,0.3888888888888889,1.5555555555555554,-0.11111111111111072,-1.1666666666666665,-0.1111111111111111
David Raya,6.566666666666666,-0.3333333333333333,1.0,-1.0,0.3333333333333333,6.333333333333333,-1.0,0.3333333333333333,-0.2333333333333334,0.6666666666666667,0.0
Davinson Sanchez,7.133333333333333,0.3333333333333333,1.8333333333333333,0.5,1.5,6.8999999999999995,-1.0,0.8333333333333334,-0.2333333333333334,-0.16666666666666669,-1.5
DeAndre Yedlin,5.966666666666666,-1.1666666666666667,1.0,0.2222222222222222,1.5555555555555556,6.050000000000001,-2.3333333333333335,0.5,0.08333333333333481,-1.3888888888888888,-2.555555555555556
Dele Alli,6.566666666666666,0.22222222222222218,1.0,-0.1111111111111111,1.222222222222222,6.388888888888889,0.3333333333333333,1.0,-0.17777777777777715,0.33333333333333326,0.4444444444444444
Diego Carlos,6.550000000000001,1.25,1.5,0.16666666666666666,2.0,6.7,2.0,3.0,0.14999999999999947,1.0833333333333333,1.8333333333333333
Djibril Sidibé,6.516666666666667,-1.1666666666666667,0.6666666666666666,0.5,2.0,6.783333333333334,0.3333333333333333,1.8333333333333333,0.2666666666666675,-1.6666666666666667,-0.16666666666666669
Dominic Calvert-Lewin,6.408333333333334,0.3333333333333333,1.6666666666666667,-0.561904761904762,0.9928571428571429,6.277777777777779,-0.5925925925925926,0.9629629629629629,-0.13055555555555554,0.8952380952380954,-0.030687830687830542
Donny Van De Beek,6.1499999999999995,0.6666666666666666,1.1666666666666667,0.5,2.1666666666666665,5.783333333333334,0.8333333333333334,2.1666666666666665,-0.36666666666666536,0.16666666666666663,0.33333333333333337
Donny van de Beek,6.0,-2.3333333333333335,0.0,-0.3333333333333333,1.0,7.0,-4.0,0.0,1.0,-2.0,-3.6666666666666665
Douglas Luiz,6.266666666666667,1.0,2.0,0.3333333333333333,1.0,6.7,-0.6666666666666666,1.3333333333333333,0.43333333333333357,0.6666666666666667,-1.0
Dwight Gayle,5.933333333333334,-1.3333333333333333,0.3333333333333333,-0.22222222222222224,1.3333333333333333,6.216666666666666,-0.3333333333333333,1.3333333333333333,0.2833333333333323,-1.111111111111111,-0.11111111111111108
Dwight McNeil,6.0,0.6666666666666666,2.3333333333333335,-0.8333333333333334,0.5,6.2,0.0,1.1666666666666667,0.20000000000000018,1.5,0.8333333333333334
Eddie Nketiah,6.466666666666666,2.3333333333333335,3.0,2.3333333333333335,3.0,5.65,-1.5,0.5,-0.8166666666666655,0.0,-3.8333333333333335
Edinson Cavani,6.432222222222222,0.7444444444444444,1.8,0.4444444444444444,1.8333333333333333,6.027777777777779,0.5833333333333334,1.8611111111111114,-0.4044444444444437,0.29999999999999993,0.13888888888888895
Elliot Anderson,6.0,2.0,2.3333333333333335,-0.3333333333333333,1.3333333333333333,6.55,0.0,1.5,0.5499999999999998,2.3333333333333335,0.3333333333333333
Emerson Royal,6.983333333333333,1.0,2.1666666666666665,0.5,1.6666666666666667,6.766666666666667,0.16666666666666666,1.3333333333333333,-0.21666666666666679,0.5,-0.33333333333333337
Emil Krafth,6.266666666666666,-0.3333333333333333,1.0,-2.0,0.16666666666666666,6.25,1.5,2.0,-0.01666666666666572,1.6666666666666667,3.5
Emiliano Martínez,6.566666666666666,-0.3333333333333333,0.6666666666666666,-1.0,0.0,,,,,0.6666666666666667,
Eric Bailly,5.474444444444444,0.8833333333333333,2.1666666666666665,0.7055555555555556,1.6500000000000001,4.716666666666667,0.4444444444444444,1.7777777777777777,-0.7577777777777772,0.1777777777777777,-0.2611111111111112
Eric Dier,6.808333333333334,1.25,1.8333333333333333,-1.0,0.5833333333333334,7.141666666666667,0.25,2.0,0.33333333333333304,2.25,1.25
Erik Pieters,6.6000000000000005,0.16666666666666666,1.3333333333333333,-2.0,0.16666666666666666,6.0,-0.5,1.0,-0.6000000000000005,2.1666666666666665,1.5
Ethan Pinnock,6.166666666666667,-0.3333333333333333,1.0,-2.0,0.0,6.566666666666667,1.6666666666666667,2.0,0.40000000000000036,1.6666666666666667,3.666666666666667
Ezri Konsa,6.48888888888889,0.27777777777777785,1.1666666666666667,0.6666666666666666,1.5,6.2,-0.16666666666666666,1.3333333333333333,-0.28888888888888964,-0.3888888888888888,-0.8333333333333333
Fabian Delph,6.368888888888889,-0.6222222222222222,0.6444444444444445,0.21230158730158732,1.7976190476190474,6.408571428571428,-0.36190476190476195,1.2095238095238097,0.03968253968253954,-0.8345238095238096,-0.5742063492063493
Fabian Schär,6.160714285714286,-0.8630952380952381,0.8273809523809524,-0.37222222222222223,1.1972222222222222,6.476666666666667,0.09999999999999999,1.6333333333333335,0.315952380952381,-0.4908730158730159,0.4722222222222222
Frank Onyeka,5.933333333333333,0.8333333333333334,2.0,0.6666666666666666,1.6666666666666667,6.166666666666667,1.0,2.3333333333333335,0.23333333333333428,0.16666666666666674,0.33333333333333337
Fred,6.033333333333334,0.5,1.8333333333333333,-1.1666666666666667,0.8333333333333334,6.066666666666666,0.3333333333333333,1.6666666666666667,0.03333333333333233,1.6666666666666667,1.5
Gabriel Jesus,7.088888888888889,2.0,2.4444444444444446,2.555555555555556,2.4444444444444446,6.833333333333333,2.111111111111111,2.777777777777778,-0.25555555555555554,-0.5555555555555558,-0.44444444444444464
Gabriel Magalhães,6.5,-1.0,0.3333333333333333,-0.16666666666666666,1.5,6.8500000000000005,1.0,2.5,0.35000000000000053,-0.8333333333333334,1.1666666666666667
Gabriel Martinelli,6.493333333333333,1.2666666666666666,2.1333333333333333,1.5555555555555554,2.066666666666667,6.797222222222222,1.222222222222222,1.777777777777778,0.30388888888888843,-0.28888888888888875,-0.33333333333333326
Giovani Lo Celso,6.62063492063492,0.3126984126984127,1.541798941798942,1.1151515151515152,1.9636363636363636,6.757142857142857,0.19047619047619047,1.6333333333333335,0.1365079365079369,-0.8024531024531025,-0.9246753246753248
Granit Xhaka,6.844444444444445,0.3055555555555555,1.75,0.6111111111111112,2.055555555555556,6.885555555555555,1.1666666666666667,2.0,0.04111111111111043,-0.30555555555555564,0.5555555555555556
Gylfi Sigurdsson,6.533333333333334,-0.16666666666666666,1.5,0.0,1.0,6.650000000000001,0.6666666666666666,2.1666666666666665,0.11666666666666714,-0.16666666666666666,0.6666666666666666
Harry Kane,6.82,-0.6666666666666666,1.0,0.08888888888888886,1.488888888888889,6.8933333333333335,0.26666666666666666,1.5999999999999999,0.07333333333333325,-0.7555555555555555,0.1777777777777778
Harry Maguire,6.533333333333334,1.25,1.8333333333333333,-0.11111111111111112,1.1333333333333333,6.027777777777778,-0.5555555555555556,1.527777777777778,-0.5055555555555564,1.3611111111111112,-0.4444444444444445
Harry winks,6.516666666666666,0.6666666666666666,1.8333333333333333,3.5,3.0,6.5,0.3333333333333333,1.6666666666666667,-0.01666666666666572,-2.8333333333333335,-3.1666666666666665
Harvey Barnes,5.983333333333334,1.1666666666666667,1.6666666666666667,1.5,1.8333333333333333,7.0,0.5,2.0,1.0166666666666657,-0.33333333333333326,-1.0
Heungmin Son,6.853333333333334,0.8666666666666667,2.266666666666667,-0.022222222222222237,1.0666666666666667,7.0,-0.39999999999999997,1.0666666666666667,0.1466666666666656,0.888888888888889,-0.3777777777777777
Hjalmar Ekdal,,,,-1.3333333333333333,0.3333333333333333,6.133333333333333,1.3333333333333333,1.3333333333333333,,,2.6666666666666665
Hugo Lloris,7.1000000000000005,0.5,1.75,0.0,1.277777777777778,6.933333333333334,0.6666666666666666,2.0,-0.16666666666666696,0.5,0.6666666666666666
Héctor Bellerín,6.066666666666667,-1.0,0.3333333333333333,-0.3333333333333333,1.3333333333333333,7.033333333333334,1.3333333333333333,1.6666666666666667,0.9666666666666668,-0.6666666666666667,1.6666666666666665
Isaac Hayden,6.327777777777778,-0.3888888888888889,0.9444444444444443,-0.3333333333333333,1.4444444444444444,6.666666666666667,-0.6666666666666666,1.3333333333333333,0.3388888888888886,-0.05555555555555558,-0.3333333333333333
Jack Cork,6.333333333333333,-0.3333333333333333,1.8333333333333333,0.16666666666666666,1.5,6.05,-0.8333333333333334,1.0,-0.2833333333333332,-0.5,-1.0
Jack Grealish,7.833333333333333,0.6666666666666666,2.0,-1.0,0.0,7.633333333333333,0.3333333333333333,1.3333333333333333,-0.20000000000000018,1.6666666666666665,1.3333333333333333
Jack Harrison,,,,-1.6666666666666667,0.3333333333333333,6.8,0.0,1.0,,,1.6666666666666667
Jacob Ramsey,6.516666666666667,1.1666666666666667,2.0,0.4166666666666667,1.75,6.216666666666666,3.0,2.5,-0.3000000000000007,0.75,2.5833333333333335
Jadon Sancho,5.916666666666667,-0.5,1.3333333333333333,0.6666666666666666,2.1666666666666665,6.8,1.6666666666666667,2.3333333333333335,0.8833333333333329,-1.1666666666666665,1.0
Jamaal Lascelles,6.319047619047619,-0.5238095238095238,1.3809523809523807,0.1865079365079365,1.849206349206349,6.283333333333332,-0.4166666666666667,0.8333333333333334,-0.035714285714286476,-0.7103174603174603,-0.6031746031746033
Jamal Lewis,5.9,-2.0,0.0,-1.0,0.0,5.666666666666667,-2.0,0.0,-0.2333333333333334,-1.0,-1.0
James Garner,6.166666666666667,-1.0,0.3333333333333333,-1.3333333333333333,0.3333333333333333,,,,,0.33333333333333326,
James Rodríguez,7.033333333333334,-0.08333333333333333,1.3333333333333333,0.22222222222222224,1.9444444444444444,6.925,-0.22222222222222224,1.0833333333333333,-0.10833333333333428,-0.3055555555555556,-0.4444444444444445
James Tarkowski,6.533333333333334,0.3333333333333333,1.3333333333333333,-1.5,0.0,6.666666666666667,-1.0,0.3333333333333333,0.13333333333333286,1.8333333333333333,0.5
Javier Manquillo,6.033333333333334,-0.5,1.5,-0.5,1.0,6.3999999999999995,0.6666666666666666,1.8333333333333333,0.36666666666666536,0.0,1.1666666666666665
Jay Rodríguez,5.813333333333333,-0.5499999999999999,1.1500000000000001,-1.0666666666666667,0.6,6.308333333333333,0.0,1.5833333333333333,0.4950000000000001,0.5166666666666667,1.0666666666666667
Jean-Philippe Gbamin,6.5,0.5,2.0,-1.0,1.0,,,,,1.5,
Jed Steer,,,,0.3333333333333333,1.3333333333333333,,,,,,
Jesse Lingard,5.933333333333333,-0.11111111111111112,1.0555555555555556,0.6666666666666666,1.5,6.099999999999999,0.3333333333333333,1.5555555555555554,0.16666666666666607,-0.7777777777777778,-0.3333333333333333
Jetro Willems,6.188888888888889,-0.4444444444444444,1.3333333333333333,-1.7777777777777777,0.7777777777777777,6.5,-1.1666666666666667,0.6666666666666666,0.3111111111111109,1.3333333333333333,0.6111111111111109
Jhon Durán,5.183333333333334,2.166666666666667,2.666666666666667,2.0833333333333335,1.5,6.333333333333333,1.5,2.1666666666666665,1.1499999999999995,0.08333333333333348,-0.5833333333333335
Joe Willock,6.216666666666666,-0.1333333333333334,1.4222222222222223,0.4166666666666667,1.6333333333333335,6.516666666666667,0.5833333333333334,2.0833333333333335,0.3000000000000007,-0.55,0.16666666666666669
Joel Pereria,,,,4.0,3.0,,,,,,
Joelinton,6.446666666666666,-0.38333333333333347,1.0833333333333333,0.75,1.3833333333333335,6.4944444444444445,-0.05555555555555556,1.3333333333333333,0.04777777777777814,-1.1333333333333335,-0.8055555555555556
John McGinn,6.05,1.5,3.0,1.0,2.3333333333333335,6.433333333333334,-0.6666666666666666,1.0,0.38333333333333375,0.5,-1.6666666666666665
Jonjo Shelvey,6.6625000000000005,-0.3888888888888889,1.3055555555555556,-0.9925925925925926,0.9851851851851853,6.741269841269841,0.3333333333333333,1.642857142857143,0.07876984126984077,0.6037037037037036,1.325925925925926
Jordan Beyer,6.55,-0.5,1.0,-1.5,0.3333333333333333,6.166666666666667,-2.0,0.0,-0.38333333333333286,1.0,-0.5
Jordan Pickford,6.922222222222222,0.3333333333333333,1.5555555555555556,-0.7777777777777778,1.0,6.688888888888889,0.0,1.4444444444444444,-0.2333333333333325,1.1111111111111112,0.7777777777777778
Josh Brownhill,6.266666666666666,0.3333333333333333,1.3333333333333333,-1.3333333333333333,0.3333333333333333,6.2,-0.8333333333333334,0.6666666666666666,-0.06666666666666554,1.6666666666666665,0.4999999999999999
Josh Dasilva,6.049999999999999,0.6666666666666667,1.5,-0.7777777777777778,0.5555555555555555,6.05,0.0,1.5,8.881784197001252e-16,1.4444444444444446,0.7777777777777778
Juan Mata,6.0,2.0,3.0,0.6666666666666666,1.6666666666666667,6.6,0.0,1.5,0.5999999999999996,1.3333333333333335,-0.6666666666666666
Jóhann Berg Gudmundsson,6.137499999999999,0.06944444444444438,0.8611111111111112,-0.8280423280423279,0.9503968253968255,6.11388888888889,-0.45833333333333326,0.9444444444444445,-0.023611111111109473,0.8974867724867723,0.36970899470899465
Keane Lewis-Potter,5.488888888888888,1.111111111111111,1.888888888888889,-1.1666666666666667,1.0,5.3,0.6666666666666666,1.6666666666666667,-0.18888888888888822,2.2777777777777777,1.8333333333333335
Kevin Schade,5.933333333333334,-0.3333333333333333,0.6666666666666666,-1.0,0.3333333333333333,6.3999999999999995,2.0,2.0,0.4666666666666659,0.6666666666666667,3.0
Kieran Tierney,6.69,0.7222222222222223,1.9111111111111112,-0.01666666666666668,1.1500000000000001,6.316666666666666,0.3611111111111111,1.8333333333333333,-0.37333333333333396,0.738888888888889,0.37777777777777777
Kieran Trippier,6.611111111111111,0.16666666666666666,1.6666666666666667,0.3333333333333333,1.777777777777778,6.405555555555556,-0.4444444444444445,1.3333333333333333,-0.20555555555555483,-0.16666666666666666,-0.7777777777777778
Kortney Hause,6.9,1.5,2.0,-0.3333333333333333,1.0,,,,,1.8333333333333333,
Kristoffer Ajer,6.388888888888889,0.0,1.3333333333333333,0.611111111111111,1.277777777777778,6.455555555555556,-0.6666666666666666,0.888888888888889,0.06666666666666643,-0.611111111111111,-1.2777777777777777
Leon Bailey,6.066666666666666,0.16666666666666666,1.3333333333333333,-0.3333333333333333,1.5,5.2,-1.0,0.0,-0.8666666666666663,0.5,-0.6666666666666667
Lewis Miley,5.966666666666666,-0.3333333333333333,1.0,1.1666666666666667,2.3333333333333335,6.933333333333333,0.6666666666666666,2.0,0.9666666666666668,-1.5,-0.5000000000000001
Lisandro Martinez,7.3,0.3333333333333333,2.0,1.0,2.3333333333333335,,,,,-0.6666666666666667,
Luca Koleosho,6.3999999999999995,1.0,1.0,0.0,1.3333333333333333,,,,,1.0,
Lucas Digne,6.646666666666667,0.15555555555555556,1.5,0.16666666666666666,1.4444444444444446,6.456666666666667,-0.5222222222222223,1.4333333333333333,-0.1900000000000004,-0.0111111111111111,-0.6888888888888889
Lucas Moura,7.088888888888889,0.11111111111111109,1.777777777777778,1.7777777777777777,2.444444444444444,7.044444444444444,-0.1111111111111111,1.6666666666666667,-0.04444444444444429,-1.6666666666666665,-1.8888888888888888
Lucas Torreira,6.2,0.0,1.0,-1.0,1.0,5.5,1.5,3.0,-0.7000000000000002,1.0,2.5
Luke Shaw,6.219973544973545,0.5297619047619048,1.492063492063492,0.3968253968253969,1.9788359788359788,6.129166666666666,-0.02314814814814814,1.5555555555555556,-0.0908068783068785,0.13293650793650785,-0.41997354497354505
Lyle Foster,6.166666666666667,-1.6666666666666667,1.0,0.6666666666666666,1.0,5.733333333333333,-0.6666666666666666,1.0,-0.43333333333333357,-2.3333333333333335,-1.3333333333333333
Mahmoud Trezeguet,6.5,0.3333333333333333,1.0,0.6666666666666666,2.3333333333333335,5.7,-2.0,0.0,-0.7999999999999998,-0.3333333333333333,-2.6666666666666665
Marcel Sabitzer,6.488888888888888,-0.22222222222222224,1.6666666666666667,1.7777777777777777,2.777777777777778,6.533333333333334,0.0,1.5,0.04444444444444606,-2.0,-1.7777777777777777
Marcus Rashford,6.4799999999999995,-0.1333333333333334,1.3333333333333333,0.1111111111111111,1.5555555555555556,6.4433333333333325,0.41111111111111104,1.7777777777777777,-0.03666666666666707,-0.2444444444444445,0.29999999999999993
Mark Flekken,6.0,-1.0,0.3333333333333333,-1.0,0.0,6.266666666666667,2.0,3.0,0.2666666666666666,0.0,3.0
Martin Ødegaard,7.083333333333333,0.5,1.8333333333333333,1.0,1.75,7.0,0.8333333333333334,2.5,-0.08333333333333304,-0.5,-0.16666666666666663
Marvelous Nakamba,6.033333333333334,-1.6666666666666667,0.0,-1.0,1.0,5.7,-1.0,0.0,-0.3333333333333339,-0.6666666666666667,0.0
Mason Greenwood,6.144444444444445,-1.777777777777778,0.3333333333333333,0.7777777777777778,2.3333333333333335,6.5,0.6666666666666666,2.0000000000000004,0.3555555555555552,-2.555555555555556,-0.11111111111111116
Mason Holgate,6.633333333333333,0.0,1.3333333333333333,0.6111111111111112,2.0,6.833333333333333,-0.3333333333333333,1.1666666666666667,0.20000000000000018,-0.6111111111111112,-0.9444444444444444
Matej Vydra,5.808333333333334,-0.75,0.6944444444444445,0.5277777777777778,1.5833333333333333,5.633333333333333,-1.0,1.1666666666666667,-0.1750000000000007,-1.2777777777777777,-1.5277777777777777
Mathias Jensen,,,,1.0,2.0,6.15,-0.5,0.5,,,-1.5
Matt Doherty,6.711666666666666,1.4833333333333334,2.4166666666666665,0.2888888888888889,1.5222222222222221,6.5566666666666675,0.6166666666666667,1.7166666666666668,-0.15499999999999847,1.1944444444444444,0.3277777777777778
Matt Ritchie,6.633333333333333,-0.16666666666666666,1.1666666666666667,-0.3333333333333333,1.0,6.25,0.6666666666666666,2.0,-0.38333333333333286,0.16666666666666666,1.0
